A1,A2,B,C,all_cat,belongs_cat,case_id,expected,family,have_cat,observed,passed,predicate,predicate_raw,quantifier,quantifier_raw,relation,relation_raw,valid
,,,,,,raw=19,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=19,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=19,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=20,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=20,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=20,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=21,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=21,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=21,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=22,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=22,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=22,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=23,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=23,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=23,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=24,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=24,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=24,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=25,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=25,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=25,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=26,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=26,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=26,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=27,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=27,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=27,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=28,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=28,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=28,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=29,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=29,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=29,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=30,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=30,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=30,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=31,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=31,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=31,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=32,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=32,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=32,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=33,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=33,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=33,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=34,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=34,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=34,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=35,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=35,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=35,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=36,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=36,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=36,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=37,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=37,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=37,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=38,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=38,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=38,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=39,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=39,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=39,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=40,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=40,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=40,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=41,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=41,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=41,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=42,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=42,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=42,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=43,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=43,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=43,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=44,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=44,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=44,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=45,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=45,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=45,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=46,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=46,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=46,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=47,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=47,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=47,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=48,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=48,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=48,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=49,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=49,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=49,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=50,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=50,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=50,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=51,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=51,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=51,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=52,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=52,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=52,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=53,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=53,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=53,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=54,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=54,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=54,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=55,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=55,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=55,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=56,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=56,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=56,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=57,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=57,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=57,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=58,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=58,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=58,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=59,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=59,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=59,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=60,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=60,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=60,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=61,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=61,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=61,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=62,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=62,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=62,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=63,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=63,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=63,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=64,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=64,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=64,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=65,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=65,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=65,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=66,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=66,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=66,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=67,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=67,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=67,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=68,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=68,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=68,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=69,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=69,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=69,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=70,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=70,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=70,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=71,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=71,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=71,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=72,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=72,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=72,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=73,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=73,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=73,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=74,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=74,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=74,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=75,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=75,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=75,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=76,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=76,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=76,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=77,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=77,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=77,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=78,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=78,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=78,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=79,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=79,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=79,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=80,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=80,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=80,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=81,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=81,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=81,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=82,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=82,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=82,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=83,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=83,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=83,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=84,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=84,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=84,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=85,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=85,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=85,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=86,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=86,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=86,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=87,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=87,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=87,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=88,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=88,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=88,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=89,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=89,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=89,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=90,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=90,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=90,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=91,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=91,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=91,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=92,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=92,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=92,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=93,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=93,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=93,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=94,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=94,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=94,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=95,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=95,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=95,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=96,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=96,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=96,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=97,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=97,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=97,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=98,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=98,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=98,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=99,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=99,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=99,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=100,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=100,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=100,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=101,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=101,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=101,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=102,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=102,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=102,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=103,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=103,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=103,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=104,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=104,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=104,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=105,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=105,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=105,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=106,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=106,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=106,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=107,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=107,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=107,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=108,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=108,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=108,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=109,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=109,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=109,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=110,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=110,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=110,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=111,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=111,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=111,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=112,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=112,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=112,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=113,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=113,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=113,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=114,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=114,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=114,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=115,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=115,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=115,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=116,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=116,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=116,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=117,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=117,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=117,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=118,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=118,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=118,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=119,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=119,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=119,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=120,7,relation_interval,,7,True,,,,,,,
,,,,,,raw=120,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=120,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=121,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=121,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=121,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=122,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=122,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=122,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=123,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=123,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=123,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=124,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=124,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=124,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=125,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=125,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=125,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=126,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=126,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=126,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=127,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=127,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=127,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=128,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=128,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=128,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=129,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=129,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=129,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=130,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=130,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=130,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=131,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=131,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=131,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=132,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=132,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=132,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=133,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=133,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=133,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=134,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=134,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=134,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=135,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=135,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=135,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=136,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=136,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=136,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=137,0,relation_interval,,0,True,,,,,,,
,,,,,,raw=137,0,quantifier_interval,,0,True,,,,,,,
,,,,,,raw=137,0,predicate_interval,,0,True,,,,,,,
,,,,,,raw=138,0,relation_interval,,0,True,,,,,,,
